,a,b
afrimmlu_ibo_391,0.7283728,-0.32004657
afrimmlu_ibo_392,0.78048235,0.67955106
afrimmlu_ibo_393,0.6363421,0.5741446
afrimmlu_ibo_394,0.78467363,-0.8360492
afrimmlu_ibo_395,0.7588654,0.18015368
afrimmlu_ibo_396,0.78467363,-0.8360492
afrimmlu_ibo_397,0.7588654,0.18015368
afrimmlu_ibo_398,0.545274,0.90647614
afrimmlu_ibo_399,0.7588654,0.18015368
afrimmlu_ibo_4,0.78467363,-0.8360492
afrimmlu_ibo_40,0.78467363,-0.8360492
afrimmlu_ibo_400,0.5882145,0.10258308
afrimmlu_ibo_401,0.63796276,0.57546014
afrimmlu_ibo_402,0.78048235,0.67955106
afrimmlu_ibo_403,0.5973076,-0.33366892
afrimmlu_ibo_404,0.78048235,0.67955106
afrimmlu_ibo_405,0.7404723,0.17231084
afrimmlu_ibo_406,0.78467363,-0.8360492
afrimmlu_ibo_407,0.7404723,0.17231084
afrimmlu_ibo_408,0.70331436,0.15601648
afrimmlu_ibo_409,0.70331436,0.15601648
afrimmlu_ibo_41,0.7119467,-0.32218784
afrimmlu_ibo_410,0.78048235,0.67955106
afrimmlu_ibo_411,0.7119467,-0.32218784
afrimmlu_ibo_412,0.7283728,-0.32004657
afrimmlu_ibo_413,0.78048235,0.67955106
afrimmlu_ibo_414,0.7283728,-0.32004657
afrimmlu_ibo_415,0.7404723,0.17231084
afrimmlu_ibo_416,0.63796276,0.57546014
afrimmlu_ibo_417,0.7669072,-0.31470987
afrimmlu_ibo_418,0.7283728,-0.32004657
afrimmlu_ibo_419,0.78467363,-0.8360492
afrimmlu_ibo_42,0.7588654,0.18015368
afrimmlu_ibo_420,0.7669072,-0.31470987
afrimmlu_ibo_421,0.7588654,0.18015368
afrimmlu_ibo_422,0.7669072,-0.31470987
afrimmlu_ibo_423,0.78048235,0.67955106
afrimmlu_ibo_424,0.78467363,-0.8360492
afrimmlu_ibo_425,0.7119467,-0.32218784
afrimmlu_ibo_426,0.65846074,1.4965177
afrimmlu_ibo_427,0.5391584,0.48998404
afrimmlu_ibo_428,0.7669072,-0.31470987
afrimmlu_ibo_429,0.7404723,0.17231084
afrimmlu_ibo_43,0.7669072,-0.31470987
afrimmlu_ibo_430,0.78048235,0.67955106
afrimmlu_ibo_431,0.7283728,-0.32004657
afrimmlu_ibo_432,0.78048235,0.67955106
afrimmlu_ibo_433,0.78467363,-0.8360492
afrimmlu_ibo_434,0.569069,0.93756896
afrimmlu_ibo_435,0.7588654,0.18015368
afrimmlu_ibo_436,0.6521035,0.5868134
afrimmlu_ibo_437,0.7669072,-0.31470987
afrimmlu_ibo_438,0.78467363,-0.8360492
afrimmlu_ibo_439,0.7669072,-0.31470987
afrimmlu_ibo_44,0.7404723,0.17231084
afrimmlu_ibo_440,0.6228919,0.5631122
afrimmlu_ibo_441,0.78467363,-0.8360492
afrimmlu_ibo_442,0.7669072,-0.31470987
afrimmlu_ibo_443,0.78048235,0.67955106
afrimmlu_ibo_444,0.78048235,0.67955106
afrimmlu_ibo_445,0.78048235,0.67955106
afrimmlu_ibo_446,0.78467363,-0.8360492
afrimmlu_ibo_447,0.7669072,-0.31470987
afrimmlu_ibo_448,0.7588654,0.18015368
afrimmlu_ibo_449,0.5391584,0.48998404
afrimmlu_ibo_45,0.7588654,0.18015368
afrimmlu_ibo_450,0.7669072,-0.31470987
afrimmlu_ibo_451,0.7669072,-0.31470987
afrimmlu_ibo_452,0.7283728,-0.32004657
afrimmlu_ibo_453,0.7588654,0.18015368
afrimmlu_ibo_454,0.7588654,0.18015368
afrimmlu_ibo_455,0.78048235,0.67955106
afrimmlu_ibo_456,0.6363421,0.5741446
afrimmlu_ibo_457,0.7119467,-0.32218784
afrimmlu_ibo_458,0.78048235,0.67955106
afrimmlu_ibo_459,0.7404723,0.17231084
afrimmlu_ibo_46,0.7119467,-0.32218784
afrimmlu_ibo_460,0.78467363,-0.8360492
afrimmlu_ibo_461,0.78467363,-0.8360492
afrimmlu_ibo_462,0.7588654,0.18015368
afrimmlu_ibo_463,0.63796276,0.57546014
afrimmlu_ibo_464,0.7669072,-0.31470987
afrimmlu_ibo_465,0.7404723,0.17231084
afrimmlu_ibo_466,0.7404723,0.17231084
afrimmlu_ibo_467,0.68626213,1.0742759
afrimmlu_ibo_468,0.7404723,0.17231084
afrimmlu_ibo_469,0.78467363,-0.8360492
afrimmlu_ibo_47,0.7283728,-0.32004657
afrimmlu_ibo_470,0.5772531,0.09734904
afrimmlu_ibo_471,0.78048235,0.67955106
afrimmlu_ibo_472,0.7119467,-0.32218784
afrimmlu_ibo_473,0.58076227,0.9524247
afrimmlu_ibo_474,0.7119467,-0.32218784
afrimmlu_ibo_475,0.7404723,0.17231084
afrimmlu_ibo_476,0.50778186,0.06418607
afrimmlu_ibo_477,0.65846074,1.4965177
afrimmlu_ibo_478,0.78048235,0.67955106
afrimmlu_ibo_479,0.7588654,0.18015368
afrimmlu_ibo_48,0.78467363,-0.8360492
afrimmlu_ibo_480,0.7283728,-0.32004657
afrimmlu_ibo_481,0.7404723,0.17231084
afrimmlu_ibo_482,0.7669072,-0.31470987
afrimmlu_ibo_483,0.7055731,1.0943229
afrimmlu_ibo_484,0.78048235,0.67955106
afrimmlu_ibo_485,0.70331436,0.15601648
afrimmlu_ibo_486,0.78467363,-0.8360492
afrimmlu_ibo_487,0.7588654,0.18015368
afrimmlu_ibo_488,0.7283728,-0.32004657
afrimmlu_ibo_489,0.65846074,1.4965177
afrimmlu_ibo_49,0.7588654,0.18015368
afrimmlu_ibo_490,0.62768817,0.121291265
afrimmlu_ibo_491,0.569069,0.93756896
afrimmlu_ibo_492,0.78467363,-0.8360492
afrimmlu_ibo_493,0.70331436,0.15601648
afrimmlu_ibo_494,0.78467363,-0.8360492
afrimmlu_ibo_495,0.7119467,-0.32218784
afrimmlu_ibo_496,0.7669072,-0.31470987
afrimmlu_ibo_497,0.7404723,0.17231084
afrimmlu_ibo_498,0.78048235,0.67955106
afrimmlu_ibo_499,0.78048235,0.67955106
afrimmlu_ibo_5,0.78467363,-0.8360492
afrimmlu_ibo_50,0.78467363,-0.8360492
afrimmlu_ibo_51,0.70331436,0.15601648
afrimmlu_ibo_52,0.7669072,-0.31470987
afrimmlu_ibo_53,0.7283728,-0.32004657
afrimmlu_ibo_54,0.78467363,-0.8360492
afrimmlu_ibo_55,0.7669072,-0.31470987
afrimmlu_ibo_56,0.7669072,-0.31470987
afrimmlu_ibo_57,0.78467363,-0.8360492
afrimmlu_ibo_58,0.7119467,-0.32218784
afrimmlu_ibo_59,0.7588654,0.18015368
afrimmlu_ibo_6,0.7588654,0.18015368
afrimmlu_ibo_60,0.78467363,-0.8360492
afrimmlu_ibo_61,0.70331436,0.15601648
afrimmlu_ibo_62,0.78467363,-0.8360492
afrimmlu_ibo_63,0.7283728,-0.32004657
afrimmlu_ibo_64,0.78048235,0.67955106
afrimmlu_ibo_65,0.78467363,-0.8360492
afrimmlu_ibo_66,0.7669072,-0.31470987
afrimmlu_ibo_67,0.7119467,-0.32218784
afrimmlu_ibo_68,0.7119467,-0.32218784
afrimmlu_ibo_69,0.7669072,-0.31470987
afrimmlu_ibo_7,0.78467363,-0.8360492
afrimmlu_ibo_70,0.7669072,-0.31470987
afrimmlu_ibo_71,0.7119467,-0.32218784
afrimmlu_ibo_72,0.70331436,0.15601648
afrimmlu_ibo_73,0.78467363,-0.8360492
afrimmlu_ibo_74,0.78048235,0.67955106
afrimmlu_ibo_75,0.78048235,0.67955106
afrimmlu_ibo_76,0.7119467,-0.32218784
afrimmlu_ibo_77,0.7283728,-0.32004657
afrimmlu_ibo_78,0.78048235,0.67955106
afrimmlu_ibo_79,0.78467363,-0.8360492
afrimmlu_ibo_8,0.78467363,-0.8360492
afrimmlu_ibo_80,0.78467363,-0.8360492
afrimmlu_ibo_81,0.7283728,-0.32004657
afrimmlu_ibo_82,0.78467363,-0.8360492
afrimmlu_ibo_83,0.7283728,-0.32004657
afrimmlu_ibo_84,0.78467363,-0.8360492
afrimmlu_ibo_85,0.7669072,-0.31470987
afrimmlu_ibo_86,0.7119467,-0.32218784
afrimmlu_ibo_87,0.70331436,0.15601648
afrimmlu_ibo_88,0.7283728,-0.32004657
afrimmlu_ibo_89,0.7588654,0.18015368
afrimmlu_ibo_9,0.78467363,-0.8360492
afrimmlu_ibo_90,0.7588654,0.18015368
afrimmlu_ibo_91,0.7404723,0.17231084
afrimmlu_ibo_92,0.78467363,-0.8360492
afrimmlu_ibo_93,0.7119467,-0.32218784
afrimmlu_ibo_94,0.7669072,-0.31470987
afrimmlu_ibo_95,0.78048235,0.67955106
afrimmlu_ibo_96,0.7119467,-0.32218784
afrimmlu_ibo_97,0.78467363,-0.8360492
afrimmlu_ibo_98,0.78467363,-0.8360492
afrimmlu_ibo_99,0.7588654,0.18015368
afrimmlu_kin_0,0.7119467,-0.32218784
afrimmlu_kin_1,0.78467363,-0.8360492
afrimmlu_kin_10,0.61369306,0.1146902
afrimmlu_kin_100,0.78467363,-0.8360492
afrimmlu_kin_101,0.65846074,1.4965177
afrimmlu_kin_102,0.70331436,0.15601648
afrimmlu_kin_103,0.569069,0.93756896
afrimmlu_kin_104,0.51898295,0.4712788
afrimmlu_kin_105,0.7283728,-0.32004657
afrimmlu_kin_106,0.545274,0.90647614
afrimmlu_kin_107,0.65846074,1.4965177
afrimmlu_kin_108,0.58076227,0.9524247
afrimmlu_kin_109,0.7669072,-0.31470987
afrimmlu_kin_11,0.78048235,0.67955106
afrimmlu_kin_110,0.78048235,0.67955106
afrimmlu_kin_111,0.78467363,-0.8360492
afrimmlu_kin_112,0.65846074,1.4965177
afrimmlu_kin_113,0.65846074,1.4965177
afrimmlu_kin_114,0.5772531,0.09734904
afrimmlu_kin_115,0.7283728,-0.32004657
afrimmlu_kin_116,0.78467363,-0.8360492
afrimmlu_kin_117,0.7669072,-0.31470987
afrimmlu_kin_118,0.78048235,0.67955106
afrimmlu_kin_119,0.65846074,1.4965177
afrimmlu_kin_12,0.78467363,-0.8360492
afrimmlu_kin_120,0.7055731,1.0943229
afrimmlu_kin_121,0.78467363,-0.8360492
afrimmlu_kin_122,0.7404723,0.17231084
afrimmlu_kin_123,0.7404723,0.17231084
afrimmlu_kin_124,0.78467363,-0.8360492
afrimmlu_kin_125,0.78467363,-0.8360492
afrimmlu_kin_126,0.78467363,-0.8360492
afrimmlu_kin_127,0.65846074,1.4965177
afrimmlu_kin_128,0.65846074,1.4965177
afrimmlu_kin_129,0.7669072,-0.31470987
afrimmlu_kin_13,0.7669072,-0.31470987
afrimmlu_kin_130,0.7669072,-0.31470987
afrimmlu_kin_131,0.78467363,-0.8360492
afrimmlu_kin_132,0.7283728,-0.32004657
afrimmlu_kin_133,0.5973076,-0.33366892
afrimmlu_kin_134,0.5102664,0.463077
afrimmlu_kin_135,0.78048235,0.67955106
afrimmlu_kin_136,0.7669072,-0.31470987
afrimmlu_kin_137,0.65846074,1.4965177
afrimmlu_kin_138,0.68626213,1.0742759
afrimmlu_kin_139,0.7669072,-0.31470987
afrimmlu_kin_14,0.7404723,0.17231084
afrimmlu_kin_140,0.78467363,-0.8360492
afrimmlu_kin_141,0.65846074,1.4965177
afrimmlu_kin_142,0.7669072,-0.31470987
afrimmlu_kin_143,0.78467363,-0.8360492
afrimmlu_kin_144,0.78467363,-0.8360492
afrimmlu_kin_145,0.7404723,0.17231084
afrimmlu_kin_146,0.7588654,0.18015368
afrimmlu_kin_147,0.7588654,0.18015368
afrimmlu_kin_148,0.7404723,0.17231084
afrimmlu_kin_149,0.7588654,0.18015368
afrimmlu_kin_15,0.78467363,-0.8360492
afrimmlu_kin_150,0.6521035,0.5868134
afrimmlu_kin_151,0.78048235,0.67955106
afrimmlu_kin_152,0.7588654,0.18015368
afrimmlu_kin_153,0.68626213,1.0742759
afrimmlu_kin_154,0.78467363,-0.8360492
afrimmlu_kin_155,0.545274,0.90647614
afrimmlu_kin_156,0.78467363,-0.8360492
afrimmlu_kin_157,0.7588654,0.18015368
afrimmlu_kin_158,0.7404723,0.17231084
afrimmlu_kin_159,0.7588654,0.18015368
afrimmlu_kin_16,0.7669072,-0.31470987
afrimmlu_kin_160,0.65846074,1.4965177
afrimmlu_kin_161,0.70331436,0.15601648
afrimmlu_kin_162,0.7588654,0.18015368
afrimmlu_kin_163,0.60925597,0.5517211
afrimmlu_kin_164,0.59555566,0.54006904
afrimmlu_kin_165,0.70331436,0.15601648
afrimmlu_kin_166,0.7283728,-0.32004657
afrimmlu_kin_167,0.68626213,1.0742759
afrimmlu_kin_168,0.59555566,0.54006904
afrimmlu_kin_169,0.78048235,0.67955106
afrimmlu_kin_17,0.78467363,-0.8360492
afrimmlu_kin_170,0.78467363,-0.8360492
afrimmlu_kin_171,0.5391584,0.48998404
afrimmlu_kin_172,0.78467363,-0.8360492
afrimmlu_kin_173,0.78467363,-0.8360492
afrimmlu_kin_174,0.5882145,0.10258308
afrimmlu_kin_175,0.63796276,0.57546014
afrimmlu_kin_176,0.7283728,-0.32004657
afrimmlu_kin_177,0.7283728,-0.32004657
afrimmlu_kin_178,0.7055731,1.0943229
afrimmlu_kin_179,0.78048235,0.67955106
afrimmlu_kin_18,0.7669072,-0.31470987
afrimmlu_kin_180,0.5391584,0.48998404
afrimmlu_kin_181,0.7669072,-0.31470987
afrimmlu_kin_182,0.7588654,0.18015368
afrimmlu_kin_183,0.7404723,0.17231084
afrimmlu_kin_184,0.78048235,0.67955106
afrimmlu_kin_185,0.78467363,-0.8360492
afrimmlu_kin_186,0.60925597,0.5517211
afrimmlu_kin_187,0.7404723,0.17231084
afrimmlu_kin_188,0.7404723,0.17231084
afrimmlu_kin_189,0.7404723,0.17231084
afrimmlu_kin_19,0.7669072,-0.31470987
afrimmlu_kin_190,0.78467363,-0.8360492
afrimmlu_kin_191,0.7588654,0.18015368
afrimmlu_kin_192,0.7669072,-0.31470987
afrimmlu_kin_193,0.7404723,0.17231084
afrimmlu_kin_194,0.6228919,0.5631122
afrimmlu_kin_195,0.58076227,0.9524247
afrimmlu_kin_196,0.65846074,1.4965177
afrimmlu_kin_197,0.78467363,-0.8360492
afrimmlu_kin_198,0.65846074,1.4965177
afrimmlu_kin_199,0.7588654,0.18015368
afrimmlu_kin_2,0.78467363,-0.8360492
afrimmlu_kin_20,0.78048235,0.67955106
afrimmlu_kin_200,0.78467363,-0.8360492
afrimmlu_kin_201,0.7283728,-0.32004657
afrimmlu_kin_202,0.78467363,-0.8360492
afrimmlu_kin_203,0.78467363,-0.8360492
afrimmlu_kin_204,0.7669072,-0.31470987
afrimmlu_kin_205,0.70331436,0.15601648
afrimmlu_kin_206,0.7283728,-0.32004657
afrimmlu_kin_207,0.78467363,-0.8360492
afrimmlu_kin_208,0.7283728,-0.32004657
afrimmlu_kin_209,0.7669072,-0.31470987
afrimmlu_kin_21,0.78467363,-0.8360492
afrimmlu_kin_210,0.7283728,-0.32004657
afrimmlu_kin_211,0.78467363,-0.8360492
afrimmlu_kin_212,0.7055731,1.0943229
afrimmlu_kin_213,0.65846074,1.4965177
afrimmlu_kin_214,0.6228919,0.5631122
afrimmlu_kin_215,0.78467363,-0.8360492
afrimmlu_kin_216,0.7283728,-0.32004657
afrimmlu_kin_217,0.78048235,0.67955106
afrimmlu_kin_218,0.65846074,1.4965177
afrimmlu_kin_219,0.7283728,-0.32004657
afrimmlu_kin_22,0.78467363,-0.8360492
afrimmlu_kin_220,0.78467363,-0.8360492
afrimmlu_kin_221,0.78048235,0.67955106
afrimmlu_kin_222,0.7669072,-0.31470987
afrimmlu_kin_223,0.7283728,-0.32004657
afrimmlu_kin_224,0.7283728,-0.32004657
afrimmlu_kin_225,0.7669072,-0.31470987
afrimmlu_kin_226,0.78048235,0.67955106
afrimmlu_kin_227,0.7669072,-0.31470987
afrimmlu_kin_228,0.78467363,-0.8360492
afrimmlu_kin_229,0.7055731,1.0943229
afrimmlu_kin_23,0.78467363,-0.8360492
afrimmlu_kin_230,0.6101059,-0.33277762
afrimmlu_kin_231,0.78467363,-0.8360492
afrimmlu_kin_232,0.7283728,-0.32004657
afrimmlu_kin_233,0.7404723,0.17231084
afrimmlu_kin_234,0.7283728,-0.32004657
afrimmlu_kin_235,0.7588654,0.18015368
afrimmlu_kin_236,0.7588654,0.18015368
afrimmlu_kin_237,0.7055731,1.0943229
afrimmlu_kin_238,0.7283728,-0.32004657
afrimmlu_kin_239,0.5895321,0.10321131
afrimmlu_kin_24,0.78467363,-0.8360492
afrimmlu_kin_240,0.68626213,1.0742759
afrimmlu_kin_241,0.50778186,0.06418607
afrimmlu_kin_242,0.7588654,0.18015368
afrimmlu_kin_243,0.7588654,0.18015368
afrimmlu_kin_244,0.78048235,0.67955106
afrimmlu_kin_245,0.7404723,0.17231084
afrimmlu_kin_246,0.7588654,0.18015368
afrimmlu_kin_247,0.5973076,-0.33366892
afrimmlu_kin_248,0.7404723,0.17231084
afrimmlu_kin_249,0.78467363,-0.8360492
afrimmlu_kin_25,0.78467363,-0.8360492
afrimmlu_kin_250,0.78467363,-0.8360492
afrimmlu_kin_251,0.63796276,0.57546014
afrimmlu_kin_252,0.78048235,0.67955106
afrimmlu_kin_253,0.7669072,-0.31470987
afrimmlu_kin_254,0.7283728,-0.32004657
afrimmlu_kin_255,0.65846074,1.4965177
afrimmlu_kin_256,0.78467363,-0.8360492
afrimmlu_kin_257,0.7588654,0.18015368
afrimmlu_kin_258,0.50778186,0.06418607
afrimmlu_kin_259,0.7588654,0.18015368
afrimmlu_kin_26,0.7119467,-0.32218784
afrimmlu_kin_260,0.7283728,-0.32004657
afrimmlu_kin_261,0.7283728,-0.32004657
afrimmlu_kin_262,0.65846074,1.4965177
afrimmlu_kin_263,0.78467363,-0.8360492
afrimmlu_kin_264,0.65846074,1.4965177
afrimmlu_kin_265,0.78048235,0.67955106
afrimmlu_kin_266,0.78467363,-0.8360492
afrimmlu_kin_267,0.78467363,-0.8360492
afrimmlu_kin_268,0.78048235,0.67955106
afrimmlu_kin_269,0.78467363,-0.8360492
afrimmlu_kin_27,0.78048235,0.67955106
afrimmlu_kin_270,0.78467363,-0.8360492
afrimmlu_kin_271,0.78467363,-0.8360492
afrimmlu_kin_272,0.65846074,1.4965177
afrimmlu_kin_273,0.7404723,0.17231084
afrimmlu_kin_274,0.78467363,-0.8360492
afrimmlu_kin_275,0.7588654,0.18015368
afrimmlu_kin_276,0.7588654,0.18015368
afrimmlu_kin_277,0.70331436,0.15601648
afrimmlu_kin_278,0.7404723,0.17231084
afrimmlu_kin_279,0.78467363,-0.8360492
afrimmlu_kin_28,0.78467363,-0.8360492
afrimmlu_kin_280,0.78048235,0.67955106
afrimmlu_kin_281,0.7283728,-0.32004657
afrimmlu_kin_282,0.7588654,0.18015368
afrimmlu_kin_283,0.7669072,-0.31470987
afrimmlu_kin_284,0.7283728,-0.32004657
afrimmlu_kin_285,0.7283728,-0.32004657
afrimmlu_kin_286,0.6101059,-0.33277762
afrimmlu_kin_287,0.78467363,-0.8360492
afrimmlu_kin_288,0.5895321,0.10321131
afrimmlu_kin_289,0.78467363,-0.8360492
afrimmlu_kin_29,0.78467363,-0.8360492
afrimmlu_kin_290,0.7283728,-0.32004657
afrimmlu_kin_291,0.78467363,-0.8360492
afrimmlu_kin_292,0.7283728,-0.32004657
afrimmlu_kin_293,0.78048235,0.67955106
afrimmlu_kin_294,0.6521035,0.5868134
afrimmlu_kin_295,0.7283728,-0.32004657
afrimmlu_kin_296,0.78467363,-0.8360492
afrimmlu_kin_297,0.7588654,0.18015368
afrimmlu_kin_298,0.78048235,0.67955106
afrimmlu_kin_299,0.78467363,-0.8360492
afrimmlu_kin_3,0.78467363,-0.8360492
afrimmlu_kin_30,0.78048235,0.67955106
afrimmlu_kin_300,0.7119467,-0.32218784
afrimmlu_kin_301,0.65846074,1.4965177
afrimmlu_kin_302,0.7119467,-0.32218784
afrimmlu_kin_303,0.78467363,-0.8360492
afrimmlu_kin_304,0.65846074,1.4965177
afrimmlu_kin_305,0.6101059,-0.33277762
afrimmlu_kin_306,0.7119467,-0.32218784
afrimmlu_kin_307,0.70331436,0.15601648
afrimmlu_kin_308,0.7283728,-0.32004657
afrimmlu_kin_309,0.7588654,0.18015368
afrimmlu_kin_31,0.65846074,1.4965177
afrimmlu_kin_310,0.569069,0.93756896
afrimmlu_kin_311,0.7669072,-0.31470987
afrimmlu_kin_312,0.6101059,-0.33277762
afrimmlu_kin_313,0.6363421,0.5741446
afrimmlu_kin_314,0.61369306,0.1146902
afrimmlu_kin_315,0.78048235,0.67955106
afrimmlu_kin_316,0.7588654,0.18015368
afrimmlu_kin_317,0.7283728,-0.32004657
afrimmlu_kin_318,0.78048235,0.67955106
afrimmlu_kin_319,0.78467363,-0.8360492
afrimmlu_kin_32,0.7588654,0.18015368
afrimmlu_kin_320,0.7669072,-0.31470987
afrimmlu_kin_321,0.6521035,0.5868134
afrimmlu_kin_322,0.7404723,0.17231084
afrimmlu_kin_323,0.7588654,0.18015368
afrimmlu_kin_324,0.7119467,-0.32218784
afrimmlu_kin_325,0.7119467,-0.32218784
afrimmlu_kin_326,0.70331436,0.15601648
afrimmlu_kin_327,0.70331436,0.15601648
afrimmlu_kin_328,0.78048235,0.67955106
afrimmlu_kin_329,0.60925597,0.5517211
afrimmlu_kin_33,0.7404723,0.17231084
afrimmlu_kin_330,0.78048235,0.67955106
afrimmlu_kin_331,0.7669072,-0.31470987
afrimmlu_kin_332,0.70331436,0.15601648
afrimmlu_kin_333,0.68626213,1.0742759
afrimmlu_kin_334,0.78048235,0.67955106
afrimmlu_kin_335,0.63796276,0.57546014
afrimmlu_kin_336,0.7119467,-0.32218784
afrimmlu_kin_337,0.5102664,0.463077
afrimmlu_kin_338,0.7588654,0.18015368
afrimmlu_kin_339,0.545274,0.90647614
afrimmlu_kin_34,0.78467363,-0.8360492
afrimmlu_kin_340,0.7669072,-0.31470987
afrimmlu_kin_341,0.7669072,-0.31470987
afrimmlu_kin_342,0.78467363,-0.8360492
afrimmlu_kin_343,0.7588654,0.18015368
afrimmlu_kin_344,0.65846074,1.4965177
afrimmlu_kin_345,0.7588654,0.18015368
afrimmlu_kin_346,0.7669072,-0.31470987
afrimmlu_kin_347,0.7055731,1.0943229
afrimmlu_kin_348,0.60925597,0.5517211
afrimmlu_kin_349,0.70331436,0.15601648
afrimmlu_kin_35,0.7283728,-0.32004657
afrimmlu_kin_350,0.7669072,-0.31470987
afrimmlu_kin_351,0.7404723,0.17231084
afrimmlu_kin_352,0.78467363,-0.8360492
afrimmlu_kin_353,0.7588654,0.18015368
afrimmlu_kin_354,0.78048235,0.67955106
afrimmlu_kin_355,0.7119467,-0.32218784
afrimmlu_kin_356,0.63796276,0.57546014
afrimmlu_kin_357,0.78467363,-0.8360492
afrimmlu_kin_358,0.65846074,1.4965177
afrimmlu_kin_359,0.78467363,-0.8360492
afrimmlu_kin_36,0.78467363,-0.8360492
afrimmlu_kin_360,0.7283728,-0.32004657
afrimmlu_kin_361,0.7588654,0.18015368
afrimmlu_kin_362,0.78048235,0.67955106
afrimmlu_kin_363,0.70331436,0.15601648
afrimmlu_kin_364,0.5895321,0.10321131
afrimmlu_kin_365,0.78467363,-0.8360492
afrimmlu_kin_366,0.78048235,0.67955106
afrimmlu_kin_367,0.78048235,0.67955106
afrimmlu_kin_368,0.78467363,-0.8360492
afrimmlu_kin_369,0.78048235,0.67955106
afrimmlu_kin_37,0.7669072,-0.31470987
afrimmlu_kin_370,0.569069,0.93756896
afrimmlu_kin_371,0.68626213,1.0742759
afrimmlu_kin_372,0.78467363,-0.8360492
afrimmlu_kin_373,0.78048235,0.67955106
afrimmlu_kin_374,0.545274,0.90647614
afrimmlu_kin_375,0.68626213,1.0742759
afrimmlu_kin_376,0.78467363,-0.8360492
afrimmlu_kin_377,0.7588654,0.18015368
afrimmlu_kin_378,0.7055731,1.0943229
afrimmlu_kin_379,0.78467363,-0.8360492
afrimmlu_kin_38,0.7119467,-0.32218784
afrimmlu_kin_380,0.65846074,1.4965177
afrimmlu_kin_381,0.7119467,-0.32218784
afrimmlu_kin_382,0.78048235,0.67955106
afrimmlu_kin_383,0.7669072,-0.31470987
afrimmlu_kin_384,0.7588654,0.18015368
afrimmlu_kin_385,0.7055731,1.0943229
afrimmlu_kin_386,0.7119467,-0.32218784
afrimmlu_kin_387,0.7404723,0.17231084
afrimmlu_kin_388,0.70331436,0.15601648
afrimmlu_kin_389,0.70331436,0.15601648
afrimmlu_kin_39,0.78048235,0.67955106
afrimmlu_kin_390,0.65846074,1.4965177
afrimmlu_kin_391,0.7119467,-0.32218784
afrimmlu_kin_392,0.7404723,0.17231084
afrimmlu_kin_393,0.5391584,0.48998404
afrimmlu_kin_394,0.7669072,-0.31470987
afrimmlu_kin_395,0.7588654,0.18015368
afrimmlu_kin_396,0.7669072,-0.31470987
afrimmlu_kin_397,0.7404723,0.17231084
afrimmlu_kin_398,0.545274,0.90647614
afrimmlu_kin_399,0.78048235,0.67955106
afrimmlu_kin_4,0.58076227,0.9524247
afrimmlu_kin_40,0.78467363,-0.8360492
afrimmlu_kin_400,0.569069,0.93756896
afrimmlu_kin_401,0.70331436,0.15601648
afrimmlu_kin_402,0.7669072,-0.31470987
afrimmlu_kin_403,0.78467363,-0.8360492
afrimmlu_kin_404,0.569069,0.93756896
afrimmlu_kin_405,0.7119467,-0.32218784
afrimmlu_kin_406,0.7669072,-0.31470987
afrimmlu_kin_407,0.7283728,-0.32004657
afrimmlu_kin_408,0.7404723,0.17231084
afrimmlu_kin_409,0.78048235,0.67955106
afrimmlu_kin_41,0.7404723,0.17231084
afrimmlu_kin_410,0.78048235,0.67955106
afrimmlu_kin_411,0.78048235,0.67955106
afrimmlu_kin_412,0.7588654,0.18015368
afrimmlu_kin_413,0.7588654,0.18015368
afrimmlu_kin_414,0.7283728,-0.32004657
afrimmlu_kin_415,0.5772531,0.09734904
afrimmlu_kin_416,0.78048235,0.67955106
afrimmlu_kin_417,0.7588654,0.18015368
afrimmlu_kin_418,0.78467363,-0.8360492
afrimmlu_kin_419,0.545274,0.90647614
afrimmlu_kin_42,0.7404723,0.17231084
afrimmlu_kin_420,0.78048235,0.67955106
afrimmlu_kin_421,0.70331436,0.15601648
afrimmlu_kin_422,0.78048235,0.67955106
afrimmlu_kin_423,0.7404723,0.17231084
afrimmlu_kin_424,0.7588654,0.18015368
afrimmlu_kin_425,0.70331436,0.15601648
afrimmlu_kin_426,0.65846074,1.4965177
afrimmlu_kin_427,0.78467363,-0.8360492
afrimmlu_kin_428,0.7283728,-0.32004657
afrimmlu_kin_429,0.78048235,0.67955106
afrimmlu_kin_43,0.7669072,-0.31470987
afrimmlu_kin_430,0.7404723,0.17231084
afrimmlu_kin_431,0.70331436,0.15601648
afrimmlu_kin_432,0.6228919,0.5631122
afrimmlu_kin_433,0.7669072,-0.31470987
afrimmlu_kin_434,0.63796276,0.57546014
afrimmlu_kin_435,0.6521035,0.5868134
afrimmlu_kin_436,0.7588654,0.18015368
afrimmlu_kin_437,0.78048235,0.67955106
afrimmlu_kin_438,0.7404723,0.17231084
afrimmlu_kin_439,0.7283728,-0.32004657
afrimmlu_kin_44,0.7669072,-0.31470987
afrimmlu_kin_440,0.7404723,0.17231084
afrimmlu_kin_441,0.7588654,0.18015368
afrimmlu_kin_442,0.7119467,-0.32218784
afrimmlu_kin_443,0.7669072,-0.31470987
afrimmlu_kin_444,0.7283728,-0.32004657
afrimmlu_kin_445,0.7669072,-0.31470987
afrimmlu_kin_446,0.78467363,-0.8360492
afrimmlu_kin_447,0.61369306,0.1146902
afrimmlu_kin_448,0.7283728,-0.32004657
afrimmlu_kin_449,0.70331436,0.15601648
