,a,b
sib_ibo_152,0.5560217,0.8440483
sib_ibo_153,0.7096046,0.10541948
sib_ibo_154,0.78793126,-0.41532964
sib_ibo_155,0.56108177,1.6892787
sib_ibo_156,0.7096046,0.10541948
sib_ibo_157,0.5614328,0.42261702
sib_ibo_158,0.78793126,-0.41532964
sib_ibo_159,0.6303697,0.97473395
sib_ibo_16,0.78793126,-0.41532964
sib_ibo_160,0.6320151,0.03857096
sib_ibo_161,0.78793126,-0.41532964
sib_ibo_162,0.78793126,-0.41532964
sib_ibo_163,0.56108177,1.6892787
sib_ibo_164,0.78793126,-0.41532964
sib_ibo_165,0.6261891,0.03364378
sib_ibo_166,0.78793126,-0.41532964
sib_ibo_167,0.78793126,-0.41532964
sib_ibo_168,0.78793126,-0.41532964
sib_ibo_169,0.67854804,0.5783185
sib_ibo_17,0.78793126,-0.41532964
sib_ibo_170,0.6274433,0.51071554
sib_ibo_171,0.56108177,1.6892787
sib_ibo_172,0.78793126,-0.41532964
sib_ibo_173,0.78793126,-0.41532964
sib_ibo_174,0.706751,0.10293185
sib_ibo_175,0.78793126,-0.41532964
sib_ibo_176,0.67854804,0.5783185
sib_ibo_177,0.56108177,1.6892787
sib_ibo_178,0.55150425,1.2537094
sib_ibo_179,0.56108177,1.6892787
sib_ibo_18,0.6274433,0.51071554
sib_ibo_180,0.51128685,1.1630158
sib_ibo_181,0.5947198,0.46707988
sib_ibo_182,0.6004754,0.47476533
sib_ibo_183,0.78793126,-0.41532964
sib_ibo_184,0.5848147,1.3261219
sib_ibo_185,0.78793126,-0.41532964
sib_ibo_186,0.78793126,-0.41532964
sib_ibo_187,0.53761923,0.39087477
sib_ibo_188,0.78793126,-0.41532964
sib_ibo_189,0.78793126,-0.41532964
sib_ibo_19,0.78793126,-0.41532964
sib_ibo_190,0.78793126,-0.41532964
sib_ibo_191,0.706751,0.10293185
sib_ibo_192,0.56108177,1.6892787
sib_ibo_193,0.78793126,-0.41532964
sib_ibo_194,0.78793126,-0.41532964
sib_ibo_195,0.53201306,0.8006286
sib_ibo_196,0.78793126,-0.41532964
sib_ibo_197,0.78793126,-0.41532964
sib_ibo_198,0.78793126,-0.41532964
sib_ibo_199,0.6026998,0.47773477
sib_ibo_2,0.78793126,-0.41532964
sib_ibo_20,0.78793126,-0.41532964
sib_ibo_200,0.6020191,0.92564845
sib_ibo_201,0.78793126,-0.41532964
sib_ibo_202,0.53761923,0.39087477
sib_ibo_203,0.78793126,-0.41532964
sib_ibo_21,0.78793126,-0.41532964
sib_ibo_22,0.78793126,-0.41532964
sib_ibo_23,0.7096046,0.10541948
sib_ibo_24,0.78793126,-0.41532964
sib_ibo_25,0.78793126,-0.41532964
sib_ibo_26,0.78793126,-0.41532964
sib_ibo_27,0.78793126,-0.41532964
sib_ibo_28,0.78793126,-0.41532964
sib_ibo_29,0.78793126,-0.41532964
sib_ibo_3,0.78793126,-0.41532964
sib_ibo_30,0.78793126,-0.41532964
sib_ibo_31,0.78793126,-0.41532964
sib_ibo_32,0.49763015,0.73766416
sib_ibo_33,0.78793126,-0.41532964
sib_ibo_34,0.7096046,0.10541948
sib_ibo_35,0.78793126,-0.41532964
sib_ibo_36,0.78793126,-0.41532964
sib_ibo_37,0.78793126,-0.41532964
sib_ibo_38,0.78793126,-0.41532964
sib_ibo_39,0.78793126,-0.41532964
sib_ibo_4,0.78793126,-0.41532964
sib_ibo_40,0.78793126,-0.41532964
sib_ibo_41,0.78793126,-0.41532964
sib_ibo_42,0.78793126,-0.41532964
sib_ibo_43,0.78793126,-0.41532964
sib_ibo_44,0.78793126,-0.41532964
sib_ibo_45,0.706751,0.10293185
sib_ibo_46,0.78793126,-0.41532964
sib_ibo_47,0.78793126,-0.41532964
sib_ibo_48,0.78793126,-0.41532964
sib_ibo_49,0.78793126,-0.41532964
sib_ibo_5,0.6566825,0.059603743
sib_ibo_50,0.78793126,-0.41532964
sib_ibo_51,0.78793126,-0.41532964
sib_ibo_52,0.78793126,-0.41532964
sib_ibo_53,0.56108177,1.6892787
sib_ibo_54,0.78793126,-0.41532964
sib_ibo_55,0.706751,0.10293185
sib_ibo_56,0.78793126,-0.41532964
sib_ibo_57,0.5093866,1.1586474
sib_ibo_58,0.67854804,0.5783185
sib_ibo_59,0.78793126,-0.41532964
sib_ibo_6,0.78793126,-0.41532964
sib_ibo_60,0.78793126,-0.41532964
sib_ibo_61,0.7096046,0.10541948
sib_ibo_62,0.6303697,0.97473395
sib_ibo_63,0.6303697,0.97473395
sib_ibo_64,0.6566825,0.059603743
sib_ibo_65,0.78793126,-0.41532964
sib_ibo_66,0.7096046,0.10541948
sib_ibo_67,0.78793126,-0.41532964
sib_ibo_68,0.78793126,-0.41532964
sib_ibo_69,0.78793126,-0.41532964
sib_ibo_7,0.6303697,0.97473395
sib_ibo_70,0.67854804,0.5783185
sib_ibo_71,0.5848147,1.3261219
sib_ibo_72,0.6303697,0.97473395
sib_ibo_73,0.706751,0.10293185
sib_ibo_74,0.6274433,0.51071554
sib_ibo_75,0.56108177,1.6892787
sib_ibo_76,0.7096046,0.10541948
sib_ibo_77,0.78793126,-0.41532964
sib_ibo_78,0.6250029,0.50746787
sib_ibo_79,0.78793126,-0.41532964
sib_ibo_8,0.78793126,-0.41532964
sib_ibo_80,0.7096046,0.10541948
sib_ibo_81,0.6566825,0.059603743
sib_ibo_82,0.5777624,1.3110049
sib_ibo_83,0.78793126,-0.41532964
sib_ibo_84,0.78793126,-0.41532964
sib_ibo_85,0.78793126,-0.41532964
sib_ibo_86,0.78793126,-0.41532964
sib_ibo_87,0.78793126,-0.41532964
sib_ibo_88,0.78793126,-0.41532964
sib_ibo_89,0.78793126,-0.41532964
sib_ibo_9,0.78793126,-0.41532964
sib_ibo_90,0.78793126,-0.41532964
sib_ibo_91,0.78793126,-0.41532964
sib_ibo_92,0.6020191,0.92564845
sib_ibo_93,0.78793126,-0.41532964
sib_ibo_94,0.78793126,-0.41532964
sib_ibo_95,0.78793126,-0.41532964
sib_ibo_96,0.78793126,-0.41532964
sib_ibo_97,0.78793126,-0.41532964
sib_ibo_98,0.78793126,-0.41532964
sib_ibo_99,0.78793126,-0.41532964
sib_kin_0,0.706751,0.10293185
sib_kin_1,0.78793126,-0.41532964
sib_kin_10,0.78793126,-0.41532964
sib_kin_100,0.78793126,-0.41532964
sib_kin_101,0.78793126,-0.41532964
sib_kin_102,0.78793126,-0.41532964
sib_kin_103,0.78793126,-0.41532964
sib_kin_104,0.78793126,-0.41532964
sib_kin_105,0.78793126,-0.41532964
sib_kin_106,0.78793126,-0.41532964
sib_kin_107,0.78793126,-0.41532964
sib_kin_108,0.78793126,-0.41532964
sib_kin_109,0.78793126,-0.41532964
sib_kin_11,0.706751,0.10293185
sib_kin_110,0.78793126,-0.41532964
sib_kin_111,0.78793126,-0.41532964
sib_kin_112,0.78793126,-0.41532964
sib_kin_113,0.78793126,-0.41532964
sib_kin_114,0.78793126,-0.41532964
sib_kin_115,0.78793126,-0.41532964
sib_kin_116,0.78793126,-0.41532964
sib_kin_117,0.78793126,-0.41532964
sib_kin_118,0.78793126,-0.41532964
sib_kin_119,0.78793126,-0.41532964
sib_kin_12,0.78793126,-0.41532964
sib_kin_120,0.78793126,-0.41532964
sib_kin_121,0.78793126,-0.41532964
sib_kin_122,0.78793126,-0.41532964
sib_kin_123,0.78793126,-0.41532964
sib_kin_124,0.78793126,-0.41532964
sib_kin_125,0.78793126,-0.41532964
sib_kin_126,0.6250029,0.50746787
sib_kin_127,0.78793126,-0.41532964
sib_kin_128,0.78793126,-0.41532964
sib_kin_129,0.78793126,-0.41532964
sib_kin_13,0.78793126,-0.41532964
sib_kin_130,0.78793126,-0.41532964
sib_kin_131,0.6020191,0.92564845
sib_kin_132,0.78793126,-0.41532964
sib_kin_133,0.78793126,-0.41532964
sib_kin_134,0.78793126,-0.41532964
sib_kin_135,0.78793126,-0.41532964
sib_kin_136,0.78793126,-0.41532964
sib_kin_137,0.5777624,1.3110049
sib_kin_138,0.78793126,-0.41532964
sib_kin_139,0.78793126,-0.41532964
sib_kin_14,0.78793126,-0.41532964
sib_kin_140,0.78793126,-0.41532964
sib_kin_141,0.78793126,-0.41532964
sib_kin_142,0.78793126,-0.41532964
sib_kin_143,0.78793126,-0.41532964
sib_kin_144,0.6303697,0.97473395
sib_kin_145,0.78793126,-0.41532964
sib_kin_146,0.78793126,-0.41532964
sib_kin_147,0.78793126,-0.41532964
sib_kin_148,0.78793126,-0.41532964
sib_kin_149,0.67854804,0.5783185
sib_kin_15,0.78793126,-0.41532964
sib_kin_150,0.78793126,-0.41532964
sib_kin_151,0.78793126,-0.41532964
sib_kin_152,0.78793126,-0.41532964
sib_kin_153,0.78793126,-0.41532964
sib_kin_154,0.78793126,-0.41532964
sib_kin_155,0.56108177,1.6892787
sib_kin_156,0.78793126,-0.41532964
sib_kin_157,0.5777624,1.3110049
sib_kin_158,0.78793126,-0.41532964
sib_kin_159,0.6274433,0.51071554
sib_kin_16,0.78793126,-0.41532964
sib_kin_160,0.6320151,0.03857096
sib_kin_161,0.78793126,-0.41532964
sib_kin_162,0.78793126,-0.41532964
sib_kin_163,0.56108177,1.6892787
sib_kin_164,0.78793126,-0.41532964
sib_kin_165,0.78793126,-0.41532964
sib_kin_166,0.78793126,-0.41532964
sib_kin_167,0.78793126,-0.41532964
sib_kin_168,0.78793126,-0.41532964
sib_kin_169,0.78793126,-0.41532964
sib_kin_17,0.78793126,-0.41532964
sib_kin_170,0.78793126,-0.41532964
sib_kin_171,0.5947198,0.46707988
sib_kin_172,0.78793126,-0.41532964
sib_kin_173,0.78793126,-0.41532964
sib_kin_174,0.706751,0.10293185
sib_kin_175,0.78793126,-0.41532964
sib_kin_176,0.7096046,0.10541948
sib_kin_177,0.56108177,1.6892787
sib_kin_178,0.78793126,-0.41532964
sib_kin_179,0.56108177,1.6892787
sib_kin_18,0.6274433,0.51071554
sib_kin_180,0.53761923,0.39087477
sib_kin_181,0.53015816,0.7972537
sib_kin_182,0.5848147,1.3261219
sib_kin_183,0.78793126,-0.41532964
sib_kin_184,0.5848147,1.3261219
sib_kin_185,0.78793126,-0.41532964
sib_kin_186,0.78793126,-0.41532964
sib_kin_187,0.53761923,0.39087477
sib_kin_188,0.59545404,0.9141437
sib_kin_189,0.78793126,-0.41532964
sib_kin_19,0.6303697,0.97473395
sib_kin_190,0.7096046,0.10541948
sib_kin_191,0.6261891,0.03364378
sib_kin_192,0.56108177,1.6892787
sib_kin_193,0.78793126,-0.41532964
sib_kin_194,0.78793126,-0.41532964
sib_kin_195,0.6026998,0.47773477
sib_kin_196,0.78793126,-0.41532964
sib_kin_197,0.7096046,0.10541948
sib_kin_198,0.78793126,-0.41532964
sib_kin_199,0.7096046,0.10541948
sib_kin_2,0.78793126,-0.41532964
sib_kin_20,0.78793126,-0.41532964
sib_kin_200,0.6320151,0.03857096
sib_kin_201,0.7096046,0.10541948
sib_kin_202,0.55150425,1.2537094
sib_kin_203,0.7096046,0.10541948
sib_kin_21,0.78793126,-0.41532964
sib_kin_22,0.78793126,-0.41532964
sib_kin_23,0.6566825,0.059603743
sib_kin_24,0.78793126,-0.41532964
sib_kin_25,0.78793126,-0.41532964
sib_kin_26,0.78793126,-0.41532964
sib_kin_27,0.78793126,-0.41532964
sib_kin_28,0.78793126,-0.41532964
sib_kin_29,0.78793126,-0.41532964
sib_kin_3,0.78793126,-0.41532964
sib_kin_30,0.7096046,0.10541948
sib_kin_31,0.78793126,-0.41532964
sib_kin_32,0.49763015,0.73766416
sib_kin_33,0.78793126,-0.41532964
sib_kin_34,0.7096046,0.10541948
sib_kin_35,0.78793126,-0.41532964
sib_kin_36,0.78793126,-0.41532964
sib_kin_37,0.7096046,0.10541948
sib_kin_38,0.78793126,-0.41532964
sib_kin_39,0.78793126,-0.41532964
sib_kin_4,0.78793126,-0.41532964
sib_kin_40,0.78793126,-0.41532964
sib_kin_41,0.67854804,0.5783185
sib_kin_42,0.78793126,-0.41532964
sib_kin_43,0.78793126,-0.41532964
sib_kin_44,0.78793126,-0.41532964
sib_kin_45,0.6303697,0.97473395
sib_kin_46,0.7096046,0.10541948
sib_kin_47,0.78793126,-0.41532964
sib_kin_48,0.78793126,-0.41532964
sib_kin_49,0.78793126,-0.41532964
sib_kin_5,0.706751,0.10293185
sib_kin_50,0.78793126,-0.41532964
sib_kin_51,0.78793126,-0.41532964
sib_kin_52,0.78793126,-0.41532964
sib_kin_53,0.56108177,1.6892787
sib_kin_54,0.78793126,-0.41532964
sib_kin_55,0.7096046,0.10541948
sib_kin_56,0.78793126,-0.41532964
sib_kin_57,0.51128685,1.1630158
sib_kin_58,0.78793126,-0.41532964
sib_kin_59,0.78793126,-0.41532964
sib_kin_6,0.78793126,-0.41532964
sib_kin_60,0.78793126,-0.41532964
sib_kin_61,0.7096046,0.10541948
sib_kin_62,0.7096046,0.10541948
sib_kin_63,0.6303697,0.97473395
sib_kin_64,0.78793126,-0.41532964
sib_kin_65,0.6274433,0.51071554
sib_kin_66,0.7096046,0.10541948
sib_kin_67,0.78793126,-0.41532964
sib_kin_68,0.78793126,-0.41532964
sib_kin_69,0.78793126,-0.41532964
sib_kin_7,0.6250029,0.50746787
sib_kin_70,0.7096046,0.10541948
sib_kin_71,0.6303697,0.97473395
sib_kin_72,0.67854804,0.5783185
sib_kin_73,0.78793126,-0.41532964
sib_kin_74,0.706751,0.10293185
sib_kin_75,0.56108177,1.6892787
sib_kin_76,0.7096046,0.10541948
sib_kin_77,0.78793126,-0.41532964
sib_kin_78,0.6274433,0.51071554
sib_kin_79,0.78793126,-0.41532964
sib_kin_8,0.78793126,-0.41532964
sib_kin_80,0.7096046,0.10541948
sib_kin_81,0.5506254,0.8343338
sib_kin_82,0.6303697,0.97473395
sib_kin_83,0.78793126,-0.41532964
sib_kin_84,0.78793126,-0.41532964
sib_kin_85,0.78793126,-0.41532964
sib_kin_86,0.78793126,-0.41532964
sib_kin_87,0.78793126,-0.41532964
sib_kin_88,0.7096046,0.10541948
sib_kin_89,0.78793126,-0.41532964
sib_kin_9,0.706751,0.10293185
sib_kin_90,0.78793126,-0.41532964
sib_kin_91,0.78793126,-0.41532964
sib_kin_92,0.5093866,1.1586474
sib_kin_93,0.78793126,-0.41532964
sib_kin_94,0.78793126,-0.41532964
sib_kin_95,0.78793126,-0.41532964
sib_kin_96,0.78793126,-0.41532964
sib_kin_97,0.78793126,-0.41532964
sib_kin_98,0.78793126,-0.41532964
sib_kin_99,0.53761923,0.39087477
sib_lin_0,0.706751,0.10293185
sib_lin_1,0.78793126,-0.41532964
sib_lin_10,0.78793126,-0.41532964
sib_lin_100,0.78793126,-0.41532964
sib_lin_101,0.78793126,-0.41532964
sib_lin_102,0.78793126,-0.41532964
sib_lin_103,0.78793126,-0.41532964
sib_lin_104,0.78793126,-0.41532964
sib_lin_105,0.706751,0.10293185
sib_lin_106,0.78793126,-0.41532964
sib_lin_107,0.78793126,-0.41532964
sib_lin_108,0.78793126,-0.41532964
sib_lin_109,0.67854804,0.5783185
sib_lin_11,0.67854804,0.5783185
sib_lin_110,0.706751,0.10293185
sib_lin_111,0.706751,0.10293185
sib_lin_112,0.78793126,-0.41532964
sib_lin_113,0.706751,0.10293185
sib_lin_114,0.78793126,-0.41532964
sib_lin_115,0.78793126,-0.41532964
sib_lin_116,0.78793126,-0.41532964
sib_lin_117,0.78793126,-0.41532964
sib_lin_118,0.78793126,-0.41532964
sib_lin_119,0.78793126,-0.41532964
sib_lin_12,0.78793126,-0.41532964
sib_lin_120,0.78793126,-0.41532964
sib_lin_121,0.78793126,-0.41532964
sib_lin_122,0.78793126,-0.41532964
sib_lin_123,0.78793126,-0.41532964
sib_lin_124,0.78793126,-0.41532964
sib_lin_125,0.78793126,-0.41532964
sib_lin_126,0.6303697,0.97473395
sib_lin_127,0.78793126,-0.41532964
sib_lin_128,0.78793126,-0.41532964
sib_lin_129,0.78793126,-0.41532964
sib_lin_13,0.706751,0.10293185
sib_lin_130,0.78793126,-0.41532964
sib_lin_131,0.7096046,0.10541948
sib_lin_132,0.78793126,-0.41532964
sib_lin_133,0.78793126,-0.41532964
sib_lin_134,0.78793126,-0.41532964
sib_lin_135,0.78793126,-0.41532964
sib_lin_136,0.78793126,-0.41532964
sib_lin_137,0.6250029,0.50746787
sib_lin_138,0.78793126,-0.41532964
sib_lin_139,0.6274433,0.51071554
sib_lin_14,0.706751,0.10293185
sib_lin_140,0.78793126,-0.41532964
sib_lin_141,0.7096046,0.10541948
sib_lin_142,0.706751,0.10293185
sib_lin_143,0.78793126,-0.41532964
sib_lin_144,0.6303697,0.97473395
sib_lin_145,0.67854804,0.5783185
sib_lin_146,0.78793126,-0.41532964
sib_lin_147,0.78793126,-0.41532964
sib_lin_148,0.6303697,0.97473395
sib_lin_149,0.7096046,0.10541948
sib_lin_15,0.5506254,0.8343338
sib_lin_150,0.78793126,-0.41532964
sib_lin_151,0.78793126,-0.41532964
sib_lin_152,0.7096046,0.10541948
sib_lin_153,0.7096046,0.10541948
sib_lin_154,0.78793126,-0.41532964
sib_lin_155,0.56108177,1.6892787
sib_lin_156,0.78793126,-0.41532964
sib_lin_157,0.56108177,1.6892787
sib_lin_158,0.78793126,-0.41532964
sib_lin_159,0.7096046,0.10541948
sib_lin_16,0.56108177,1.6892787
sib_lin_160,0.78793126,-0.41532964
sib_lin_161,0.706751,0.10293185
sib_lin_162,0.78793126,-0.41532964
sib_lin_163,0.49763015,0.73766416
sib_lin_164,0.67854804,0.5783185
sib_lin_165,0.5947198,0.46707988
sib_lin_166,0.78793126,-0.41532964
sib_lin_167,0.78793126,-0.41532964
sib_lin_168,0.78793126,-0.41532964
sib_lin_169,0.78793126,-0.41532964
sib_lin_17,0.706751,0.10293185
sib_lin_170,0.706751,0.10293185
sib_lin_171,0.53761923,0.39087477
sib_lin_172,0.6320151,0.03857096
sib_lin_173,0.78793126,-0.41532964
sib_lin_174,0.6320151,0.03857096
sib_lin_175,0.78793126,-0.41532964
sib_lin_176,0.67854804,0.5783185
sib_lin_177,0.7096046,0.10541948
sib_lin_178,0.56108177,1.6892787
sib_lin_179,0.56108177,1.6892787
sib_lin_18,0.67854804,0.5783185
sib_lin_180,0.53015816,0.7972537
sib_lin_181,0.5093866,1.1586474
sib_lin_182,0.5848147,1.3261219
sib_lin_183,0.78793126,-0.41532964
sib_lin_184,0.5848147,1.3261219
sib_lin_185,0.706751,0.10293185
sib_lin_186,0.78793126,-0.41532964
sib_lin_187,0.53761923,0.39087477
sib_lin_188,0.78793126,-0.41532964
sib_lin_189,0.78793126,-0.41532964
sib_lin_19,0.6303697,0.97473395
sib_lin_190,0.78793126,-0.41532964
sib_lin_191,0.5947198,0.46707988
sib_lin_192,0.56108177,1.6892787
sib_lin_193,0.67854804,0.5783185
sib_lin_194,0.7096046,0.10541948
sib_lin_195,0.6020191,0.92564845
sib_lin_196,0.78793126,-0.41532964
sib_lin_197,0.78793126,-0.41532964
sib_lin_198,0.78793126,-0.41532964
sib_lin_199,0.55150425,1.2537094
sib_lin_2,0.78793126,-0.41532964
sib_lin_20,0.706751,0.10293185
sib_lin_200,0.53015816,0.7972537
sib_lin_201,0.7096046,0.10541948
sib_lin_202,0.53201306,0.8006286
sib_lin_203,0.78793126,-0.41532964
sib_lin_21,0.78793126,-0.41532964
sib_lin_22,0.78793126,-0.41532964
sib_lin_23,0.5777624,1.3110049
sib_lin_24,0.78793126,-0.41532964
sib_lin_25,0.78793126,-0.41532964
sib_lin_26,0.78793126,-0.41532964
sib_lin_27,0.706751,0.10293185
sib_lin_28,0.78793126,-0.41532964
sib_lin_29,0.78793126,-0.41532964
sib_lin_3,0.78793126,-0.41532964
sib_lin_30,0.78793126,-0.41532964
sib_lin_31,0.78793126,-0.41532964
sib_lin_32,0.78793126,-0.41532964
sib_lin_33,0.78793126,-0.41532964
sib_lin_34,0.78793126,-0.41532964
sib_lin_35,0.78793126,-0.41532964
sib_lin_36,0.706751,0.10293185
sib_lin_37,0.78793126,-0.41532964
sib_lin_38,0.5506254,0.8343338
sib_lin_39,0.78793126,-0.41532964
sib_lin_4,0.78793126,-0.41532964
sib_lin_40,0.706751,0.10293185
sib_lin_41,0.6303697,0.97473395
sib_lin_42,0.78793126,-0.41532964
sib_lin_43,0.78793126,-0.41532964
sib_lin_44,0.78793126,-0.41532964
sib_lin_45,0.67854804,0.5783185
sib_lin_46,0.7096046,0.10541948
sib_lin_47,0.78793126,-0.41532964
sib_lin_48,0.78793126,-0.41532964
sib_lin_49,0.78793126,-0.41532964
sib_lin_5,0.6250029,0.50746787
sib_lin_50,0.78793126,-0.41532964
sib_lin_51,0.67854804,0.5783185
sib_lin_52,0.7096046,0.10541948
sib_lin_53,0.5848147,1.3261219
sib_lin_54,0.5777624,1.3110049
sib_lin_55,0.6303697,0.97473395
sib_lin_56,0.706751,0.10293185
sib_lin_57,0.5848147,1.3261219
sib_lin_58,0.78793126,-0.41532964
sib_lin_59,0.706751,0.10293185
sib_lin_6,0.706751,0.10293185
sib_lin_60,0.706751,0.10293185
sib_lin_61,0.67854804,0.5783185
sib_lin_62,0.67854804,0.5783185
sib_lin_63,0.6303697,0.97473395
sib_lin_64,0.706751,0.10293185
sib_lin_65,0.67854804,0.5783185
sib_lin_66,0.706751,0.10293185
sib_lin_67,0.78793126,-0.41532964
sib_lin_68,0.5947198,0.46707988
sib_lin_69,0.78793126,-0.41532964
sib_lin_7,0.6303697,0.97473395
sib_lin_70,0.67854804,0.5783185
sib_lin_71,0.6303697,0.97473395
sib_lin_72,0.67854804,0.5783185
sib_lin_73,0.67854804,0.5783185
sib_lin_74,0.5777624,1.3110049
sib_lin_75,0.5777624,1.3110049
sib_lin_76,0.67854804,0.5783185
sib_lin_77,0.78793126,-0.41532964
sib_lin_78,0.5093866,1.1586474
sib_lin_79,0.78793126,-0.41532964
sib_lin_8,0.78793126,-0.41532964
sib_lin_80,0.7096046,0.10541948
sib_lin_81,0.6274433,0.51071554
sib_lin_82,0.6303697,0.97473395
sib_lin_83,0.7096046,0.10541948
sib_lin_84,0.67854804,0.5783185
sib_lin_85,0.67854804,0.5783185
sib_lin_86,0.706751,0.10293185
sib_lin_87,0.78793126,-0.41532964
sib_lin_88,0.67854804,0.5783185
sib_lin_89,0.67854804,0.5783185
sib_lin_9,0.706751,0.10293185
sib_lin_90,0.7096046,0.10541948
sib_lin_91,0.78793126,-0.41532964
sib_lin_92,0.5848147,1.3261219
sib_lin_93,0.78793126,-0.41532964
sib_lin_94,0.78793126,-0.41532964
sib_lin_95,0.78793126,-0.41532964
sib_lin_96,0.78793126,-0.41532964
sib_lin_97,0.78793126,-0.41532964
sib_lin_98,0.78793126,-0.41532964
sib_lin_99,0.78793126,-0.41532964
sib_lug_0,0.5506254,0.8343338
sib_lug_1,0.7096046,0.10541948
sib_lug_10,0.7096046,0.10541948
sib_lug_100,0.78793126,-0.41532964
sib_lug_101,0.78793126,-0.41532964
sib_lug_102,0.78793126,-0.41532964
sib_lug_103,0.78793126,-0.41532964
sib_lug_104,0.78793126,-0.41532964
sib_lug_105,0.706751,0.10293185
sib_lug_106,0.78793126,-0.41532964
sib_lug_107,0.706751,0.10293185
sib_lug_108,0.78793126,-0.41532964
sib_lug_109,0.706751,0.10293185
sib_lug_11,0.78793126,-0.41532964
sib_lug_110,0.78793126,-0.41532964
sib_lug_111,0.78793126,-0.41532964
sib_lug_112,0.78793126,-0.41532964
sib_lug_113,0.78793126,-0.41532964
sib_lug_114,0.78793126,-0.41532964
sib_lug_115,0.7096046,0.10541948
sib_lug_116,0.78793126,-0.41532964
sib_lug_117,0.78793126,-0.41532964
sib_lug_118,0.78793126,-0.41532964
sib_lug_119,0.78793126,-0.41532964
sib_lug_12,0.78793126,-0.41532964
sib_lug_120,0.78793126,-0.41532964
sib_lug_121,0.78793126,-0.41532964
sib_lug_122,0.78793126,-0.41532964
sib_lug_123,0.78793126,-0.41532964
sib_lug_124,0.67854804,0.5783185
sib_lug_125,0.78793126,-0.41532964
sib_lug_126,0.6303697,0.97473395
sib_lug_127,0.78793126,-0.41532964
sib_lug_128,0.78793126,-0.41532964
sib_lug_129,0.78793126,-0.41532964
sib_lug_13,0.6261891,0.03364378
sib_lug_130,0.78793126,-0.41532964
sib_lug_131,0.5777624,1.3110049
sib_lug_132,0.78793126,-0.41532964
sib_lug_133,0.78793126,-0.41532964
sib_lug_134,0.78793126,-0.41532964
sib_lug_135,0.78793126,-0.41532964
sib_lug_136,0.78793126,-0.41532964
sib_lug_137,0.6320151,0.03857096
sib_lug_138,0.78793126,-0.41532964
sib_lug_139,0.5848147,1.3261219
sib_lug_14,0.78793126,-0.41532964
sib_lug_140,0.78793126,-0.41532964
sib_lug_141,0.78793126,-0.41532964
sib_lug_142,0.78793126,-0.41532964
sib_lug_143,0.78793126,-0.41532964
sib_lug_144,0.67854804,0.5783185
sib_lug_145,0.56108177,1.6892787
sib_lug_146,0.78793126,-0.41532964
sib_lug_147,0.78793126,-0.41532964
sib_lug_148,0.5581102,0.8478007
sib_lug_149,0.706751,0.10293185
sib_lug_15,0.6250029,0.50746787
sib_lug_150,0.78793126,-0.41532964
sib_lug_151,0.67854804,0.5783185
sib_lug_152,0.6274433,0.51071554
sib_lug_153,0.7096046,0.10541948
sib_lug_154,0.7096046,0.10541948
sib_lug_155,0.49763015,0.73766416
sib_lug_156,0.78793126,-0.41532964
sib_lug_157,0.5093866,1.1586474
sib_lug_158,0.78793126,-0.41532964
sib_lug_159,0.6303697,0.97473395
sib_lug_16,0.78793126,-0.41532964
sib_lug_160,0.7096046,0.10541948
sib_lug_161,0.78793126,-0.41532964
sib_lug_162,0.78793126,-0.41532964
sib_lug_163,0.53761923,0.39087477
sib_lug_164,0.7096046,0.10541948
sib_lug_165,0.6566825,0.059603743
sib_lug_166,0.7096046,0.10541948
sib_lug_167,0.78793126,-0.41532964
sib_lug_168,0.706751,0.10293185
sib_lug_169,0.78793126,-0.41532964
sib_lug_17,0.78793126,-0.41532964
sib_lug_170,0.67854804,0.5783185
sib_lug_171,0.53015816,0.7972537
sib_lug_172,0.78793126,-0.41532964
sib_lug_173,0.5777624,1.3110049
sib_lug_174,0.67854804,0.5783185
sib_lug_175,0.78793126,-0.41532964
sib_lug_176,0.6303697,0.97473395
sib_lug_177,0.6303697,0.97473395
sib_lug_178,0.5848147,1.3261219
sib_lug_179,0.56108177,1.6892787
sib_lug_18,0.78793126,-0.41532964
sib_lug_180,0.67854804,0.5783185
sib_lug_181,0.5848147,1.3261219
sib_lug_182,0.56108177,1.6892787
sib_lug_183,0.78793126,-0.41532964
sib_lug_184,0.5848147,1.3261219
sib_lug_185,0.7096046,0.10541948
sib_lug_186,0.78793126,-0.41532964
sib_lug_187,0.53201306,0.8006286
sib_lug_188,0.55150425,1.2537094
sib_lug_189,0.78793126,-0.41532964
sib_lug_19,0.6250029,0.50746787
sib_lug_190,0.7096046,0.10541948
sib_lug_191,0.55150425,1.2537094
sib_lug_192,0.56108177,1.6892787
sib_lug_193,0.7096046,0.10541948
sib_lug_194,0.78793126,-0.41532964
sib_lug_195,0.6020191,0.92564845
sib_lug_196,0.78793126,-0.41532964
sib_lug_197,0.78793126,-0.41532964
sib_lug_198,0.78793126,-0.41532964
sib_lug_199,0.53201306,0.8006286
sib_lug_2,0.78793126,-0.41532964
sib_lug_20,0.78793126,-0.41532964
sib_lug_200,0.55150425,1.2537094
sib_lug_201,0.6261891,0.03364378
sib_lug_202,0.53201306,0.8006286
sib_lug_203,0.67854804,0.5783185
sib_lug_21,0.78793126,-0.41532964
sib_lug_22,0.78793126,-0.41532964
sib_lug_23,0.51128685,1.1630158
sib_lug_24,0.78793126,-0.41532964
sib_lug_25,0.78793126,-0.41532964
