,a,b
afrixnli_kin_261,0.70679575,0.06111377
afrixnli_kin_262,0.7635237,0.08207443
afrixnli_kin_263,0.70679575,0.06111377
afrixnli_kin_264,0.80420583,-0.8923034
afrixnli_kin_265,0.69565564,-0.40068328
afrixnli_kin_266,0.7479983,0.5339449
afrixnli_kin_267,0.80420583,-0.8923034
afrixnli_kin_268,0.7479983,0.5339449
afrixnli_kin_269,0.7611757,-0.39170244
afrixnli_kin_27,0.7611757,-0.39170244
afrixnli_kin_270,0.64743423,0.03917148
afrixnli_kin_271,0.7479983,0.5339449
afrixnli_kin_272,0.7602274,-0.39185357
afrixnli_kin_273,0.7059342,0.06079441
afrixnli_kin_274,0.69540447,0.056891445
afrixnli_kin_275,0.7608128,0.996307
afrixnli_kin_276,0.7608128,0.996307
afrixnli_kin_277,0.80420583,-0.8923034
afrixnli_kin_278,0.7479983,0.5339449
afrixnli_kin_279,0.7602274,-0.39185357
afrixnli_kin_28,0.80420583,-0.8923034
afrixnli_kin_280,0.80420583,-0.8923034
afrixnli_kin_281,0.80420583,-0.8923034
afrixnli_kin_282,0.7611757,-0.39170244
afrixnli_kin_283,0.7635237,0.08207443
afrixnli_kin_284,0.6424385,0.037338115
afrixnli_kin_285,0.80420583,-0.8923034
afrixnli_kin_286,0.7635237,0.08207443
afrixnli_kin_287,0.70679575,0.06111377
afrixnli_kin_288,0.7611757,-0.39170244
afrixnli_kin_289,0.7479983,0.5339449
afrixnli_kin_29,0.80420583,-0.8923034
afrixnli_kin_290,0.6182554,0.45675644
afrixnli_kin_291,0.80420583,-0.8923034
afrixnli_kin_292,0.7635237,0.08207443
afrixnli_kin_293,0.80420583,-0.8923034
afrixnli_kin_294,0.6947077,0.9477968
afrixnli_kin_295,0.7635237,0.08207443
afrixnli_kin_296,0.80420583,-0.8923034
afrixnli_kin_297,0.7611757,-0.39170244
afrixnli_kin_298,0.61893564,0.45720002
afrixnli_kin_299,0.6947077,0.9477968
afrixnli_kin_3,0.7602274,-0.39185357
afrixnli_kin_30,0.69565564,-0.40068328
afrixnli_kin_300,0.70651853,-0.39941782
afrixnli_kin_301,0.80420583,-0.8923034
afrixnli_kin_302,0.63346595,0.89606524
afrixnli_kin_303,0.70679575,0.06111377
afrixnli_kin_304,0.7059342,0.06079441
afrixnli_kin_305,0.7635237,0.08207443
afrixnli_kin_306,0.64743423,0.03917148
afrixnli_kin_307,0.80420583,-0.8923034
afrixnli_kin_308,0.7479983,0.5339449
afrixnli_kin_309,0.80420583,-0.8923034
afrixnli_kin_31,0.7608128,0.996307
afrixnli_kin_310,0.6947077,0.9477968
afrixnli_kin_311,0.69540447,0.056891445
afrixnli_kin_312,0.80420583,-0.8923034
afrixnli_kin_313,0.7059342,0.06079441
afrixnli_kin_314,0.69565564,-0.40068328
afrixnli_kin_315,0.7479983,0.5339449
afrixnli_kin_316,0.7602274,-0.39185357
afrixnli_kin_317,0.69457096,0.056582592
afrixnli_kin_318,0.7611757,-0.39170244
afrixnli_kin_319,0.70651853,-0.39941782
afrixnli_kin_32,0.7635237,0.08207443
afrixnli_kin_320,0.7635237,0.08207443
afrixnli_kin_321,0.7611757,-0.39170244
afrixnli_kin_322,0.7611757,-0.39170244
afrixnli_kin_323,0.80420583,-0.8923034
afrixnli_kin_324,0.80420583,-0.8923034
afrixnli_kin_325,0.7611757,-0.39170244
afrixnli_kin_326,0.7059342,0.06079441
afrixnli_kin_327,0.69457096,0.056582592
afrixnli_kin_328,0.7479983,0.5339449
afrixnli_kin_329,0.57967764,0.43094468
afrixnli_kin_33,0.7635237,0.08207443
afrixnli_kin_330,0.7467643,1.4440738
afrixnli_kin_331,0.62822515,0.46321607
afrixnli_kin_332,0.7479983,0.5339449
afrixnli_kin_333,0.7635237,0.08207443
afrixnli_kin_334,0.80420583,-0.8923034
afrixnli_kin_335,0.80420583,-0.8923034
afrixnli_kin_336,0.7479983,0.5339449
afrixnli_kin_337,0.59398746,0.019788202
afrixnli_kin_338,0.68292916,0.9383759
afrixnli_kin_339,0.7611757,-0.39170244
afrixnli_kin_34,0.6182554,0.45675644
afrixnli_kin_340,0.80420583,-0.8923034
afrixnli_kin_341,0.69540447,0.056891445
afrixnli_kin_342,0.80420583,-0.8923034
afrixnli_kin_343,0.7611757,-0.39170244
afrixnli_kin_344,0.7467643,1.4440738
afrixnli_kin_345,0.6800837,0.49539727
afrixnli_kin_346,0.7602274,-0.39185357
afrixnli_kin_347,0.73473793,0.5267357
afrixnli_kin_348,0.57967764,0.43094468
afrixnli_kin_349,0.63420725,0.89673305
afrixnli_kin_35,0.80420583,-0.8923034
afrixnli_kin_350,0.7602274,-0.39185357
afrixnli_kin_351,0.62822515,0.46321607
afrixnli_kin_352,0.6800837,0.49539727
afrixnli_kin_353,0.7479983,0.5339449
afrixnli_kin_354,0.70679575,0.06111377
afrixnli_kin_355,0.63346595,0.89606524
afrixnli_kin_356,0.7635237,0.08207443
afrixnli_kin_357,0.7602274,-0.39185357
afrixnli_kin_358,0.80420583,-0.8923034
afrixnli_kin_359,0.7635237,0.08207443
afrixnli_kin_36,0.80420583,-0.8923034
afrixnli_kin_360,0.7467643,1.4440738
afrixnli_kin_361,0.63420725,0.89673305
afrixnli_kin_362,0.7602274,-0.39185357
afrixnli_kin_363,0.69457096,0.056582592
afrixnli_kin_364,0.70651853,-0.39941782
afrixnli_kin_365,0.7602274,-0.39185357
afrixnli_kin_366,0.70679575,0.06111377
afrixnli_kin_367,0.80420583,-0.8923034
afrixnli_kin_368,0.7635237,0.08207443
afrixnli_kin_369,0.7479983,0.5339449
afrixnli_kin_37,0.7479983,0.5339449
afrixnli_kin_370,0.70651853,-0.39941782
afrixnli_kin_371,0.67925465,0.49490166
afrixnli_kin_372,0.73473793,0.5267357
afrixnli_kin_373,0.62752295,0.46276397
afrixnli_kin_374,0.7611757,-0.39170244
afrixnli_kin_375,0.7611757,-0.39170244
afrixnli_kin_376,0.7602274,-0.39185357
afrixnli_kin_377,0.62752295,0.46276397
afrixnli_kin_378,0.7611757,-0.39170244
afrixnli_kin_379,0.69457096,0.056582592
afrixnli_kin_38,0.70679575,0.06111377
afrixnli_kin_380,0.7608128,0.996307
afrixnli_kin_381,0.69565564,-0.40068328
afrixnli_kin_382,0.80420583,-0.8923034
afrixnli_kin_383,0.70679575,0.06111377
afrixnli_kin_384,0.7635237,0.08207443
afrixnli_kin_385,0.57967764,0.43094468
afrixnli_kin_386,0.69540447,0.056891445
afrixnli_kin_387,0.7602274,-0.39185357
afrixnli_kin_388,0.70679575,0.06111377
afrixnli_kin_389,0.80420583,-0.8923034
afrixnli_kin_39,0.80420583,-0.8923034
afrixnli_kin_390,0.70651853,-0.39941782
afrixnli_kin_391,0.7467643,1.4440738
afrixnli_kin_392,0.7635237,0.08207443
afrixnli_kin_393,0.7479983,0.5339449
afrixnli_kin_394,0.69540447,0.056891445
afrixnli_kin_395,0.7611757,-0.39170244
afrixnli_kin_396,0.7467643,1.4440738
afrixnli_kin_397,0.69565564,-0.40068328
afrixnli_kin_398,0.70651853,-0.39941782
afrixnli_kin_399,0.68292916,0.9383759
afrixnli_kin_4,0.7611757,-0.39170244
afrixnli_kin_40,0.7635237,0.08207443
afrixnli_kin_400,0.7467643,1.4440738
afrixnli_kin_401,0.7602274,-0.39185357
afrixnli_kin_402,0.69565564,-0.40068328
afrixnli_kin_403,0.80420583,-0.8923034
afrixnli_kin_404,0.80420583,-0.8923034
afrixnli_kin_405,0.7479983,0.5339449
afrixnli_kin_406,0.7635237,0.08207443
afrixnli_kin_407,0.7602274,-0.39185357
afrixnli_kin_408,0.7635237,0.08207443
afrixnli_kin_409,0.68292916,0.9383759
afrixnli_kin_41,0.80420583,-0.8923034
afrixnli_kin_410,0.61893564,0.45720002
afrixnli_kin_411,0.67925465,0.49490166
afrixnli_kin_412,0.7467643,1.4440738
afrixnli_kin_413,0.70679575,0.06111377
afrixnli_kin_414,0.7635237,0.08207443
afrixnli_kin_415,0.68292916,0.9383759
afrixnli_kin_416,0.7608128,0.996307
afrixnli_kin_417,0.63346595,0.89606524
afrixnli_kin_418,0.70679575,0.06111377
afrixnli_kin_419,0.67925465,0.49490166
afrixnli_kin_42,0.7611757,-0.39170244
afrixnli_kin_420,0.7479983,0.5339449
afrixnli_kin_421,0.63420725,0.89673305
afrixnli_kin_422,0.7635237,0.08207443
afrixnli_kin_423,0.7467643,1.4440738
afrixnli_kin_424,0.80420583,-0.8923034
afrixnli_kin_425,0.70651853,-0.39941782
afrixnli_kin_426,0.80420583,-0.8923034
afrixnli_kin_427,0.7611757,-0.39170244
afrixnli_kin_428,0.7467643,1.4440738
afrixnli_kin_429,0.7611757,-0.39170244
afrixnli_kin_43,0.80420583,-0.8923034
afrixnli_kin_430,0.69565564,-0.40068328
afrixnli_kin_431,0.57967764,0.43094468
afrixnli_kin_432,0.7602274,-0.39185357
afrixnli_kin_433,0.7059342,0.06079441
afrixnli_kin_434,0.80420583,-0.8923034
afrixnli_kin_435,0.7467643,1.4440738
afrixnli_kin_436,0.63346595,0.89606524
afrixnli_kin_437,0.80420583,-0.8923034
afrixnli_kin_438,0.7608128,0.996307
afrixnli_kin_439,0.61893564,0.45720002
afrixnli_kin_44,0.7467643,1.4440738
afrixnli_kin_440,0.69565564,-0.40068328
afrixnli_kin_441,0.6424385,0.037338115
afrixnli_kin_442,0.57967764,0.43094468
afrixnli_kin_443,0.7467643,1.4440738
afrixnli_kin_444,0.7635237,0.08207443
afrixnli_kin_445,0.80420583,-0.8923034
afrixnli_kin_446,0.7602274,-0.39185357
afrixnli_kin_447,0.70651853,-0.39941782
afrixnli_kin_448,0.7635237,0.08207443
afrixnli_kin_449,0.57967764,0.43094468
afrixnli_kin_45,0.7635237,0.08207443
afrixnli_kin_450,0.64743423,0.03917148
afrixnli_kin_451,0.7635237,0.08207443
afrixnli_kin_452,0.69565564,-0.40068328
afrixnli_kin_453,0.7635237,0.08207443
afrixnli_kin_454,0.69565564,-0.40068328
afrixnli_kin_455,0.63420725,0.89673305
afrixnli_kin_456,0.80420583,-0.8923034
afrixnli_kin_457,0.80420583,-0.8923034
afrixnli_kin_458,0.80420583,-0.8923034
afrixnli_kin_459,0.61893564,0.45720002
afrixnli_kin_46,0.7635237,0.08207443
afrixnli_kin_460,0.7479983,0.5339449
afrixnli_kin_461,0.67925465,0.49490166
afrixnli_kin_462,0.80420583,-0.8923034
afrixnli_kin_463,0.80420583,-0.8923034
afrixnli_kin_464,0.7467643,1.4440738
afrixnli_kin_465,0.7608128,0.996307
afrixnli_kin_466,0.63346595,0.89606524
afrixnli_kin_467,0.70679575,0.06111377
afrixnli_kin_468,0.7635237,0.08207443
afrixnli_kin_469,0.63346595,0.89606524
afrixnli_kin_47,0.7635237,0.08207443
afrixnli_kin_470,0.7467643,1.4440738
afrixnli_kin_471,0.7467643,1.4440738
afrixnli_kin_472,0.70651853,-0.39941782
afrixnli_kin_473,0.7479983,0.5339449
afrixnli_kin_474,0.80420583,-0.8923034
afrixnli_kin_475,0.7635237,0.08207443
afrixnli_kin_476,0.68292916,0.9383759
afrixnli_kin_477,0.80420583,-0.8923034
afrixnli_kin_478,0.70679575,0.06111377
afrixnli_kin_479,0.80420583,-0.8923034
afrixnli_kin_48,0.7467643,1.4440738
afrixnli_kin_480,0.64314777,0.03759825
afrixnli_kin_481,0.7611757,-0.39170244
afrixnli_kin_482,0.80420583,-0.8923034
afrixnli_kin_483,0.68292916,0.9383759
afrixnli_kin_484,0.63420725,0.89673305
afrixnli_kin_485,0.7611757,-0.39170244
afrixnli_kin_486,0.62752295,0.46276397
afrixnli_kin_487,0.69540447,0.056891445
afrixnli_kin_488,0.7611757,-0.39170244
afrixnli_kin_489,0.68292916,0.9383759
afrixnli_kin_49,0.7059342,0.06079441
afrixnli_kin_490,0.7608128,0.996307
afrixnli_kin_491,0.7479983,0.5339449
afrixnli_kin_492,0.80420583,-0.8923034
afrixnli_kin_493,0.63420725,0.89673305
afrixnli_kin_494,0.7467643,1.4440738
afrixnli_kin_495,0.7479983,0.5339449
afrixnli_kin_496,0.7611757,-0.39170244
afrixnli_kin_497,0.80420583,-0.8923034
afrixnli_kin_498,0.7602274,-0.39185357
afrixnli_kin_499,0.7467643,1.4440738
afrixnli_kin_5,0.7059342,0.06079441
afrixnli_kin_50,0.7635237,0.08207443
afrixnli_kin_500,0.63420725,0.89673305
afrixnli_kin_501,0.6800837,0.49539727
afrixnli_kin_502,0.68292916,0.9383759
afrixnli_kin_503,0.80420583,-0.8923034
afrixnli_kin_504,0.7059342,0.06079441
afrixnli_kin_505,0.61893564,0.45720002
afrixnli_kin_506,0.7608128,0.996307
afrixnli_kin_507,0.80420583,-0.8923034
afrixnli_kin_508,0.7635237,0.08207443
afrixnli_kin_509,0.70651853,-0.39941782
afrixnli_kin_51,0.7059342,0.06079441
afrixnli_kin_510,0.7602274,-0.39185357
afrixnli_kin_511,0.68292916,0.9383759
afrixnli_kin_512,0.7467643,1.4440738
afrixnli_kin_513,0.7635237,0.08207443
afrixnli_kin_514,0.7611757,-0.39170244
afrixnli_kin_515,0.69565564,-0.40068328
afrixnli_kin_516,0.80420583,-0.8923034
afrixnli_kin_517,0.7602274,-0.39185357
afrixnli_kin_518,0.80420583,-0.8923034
afrixnli_kin_519,0.80420583,-0.8923034
afrixnli_kin_52,0.80420583,-0.8923034
afrixnli_kin_520,0.80420583,-0.8923034
afrixnli_kin_521,0.7611757,-0.39170244
afrixnli_kin_522,0.7611757,-0.39170244
afrixnli_kin_523,0.69565564,-0.40068328
afrixnli_kin_524,0.7611757,-0.39170244
afrixnli_kin_525,0.63346595,0.89606524
afrixnli_kin_526,0.80420583,-0.8923034
afrixnli_kin_527,0.63346595,0.89606524
afrixnli_kin_528,0.80420583,-0.8923034
afrixnli_kin_529,0.7602274,-0.39185357
afrixnli_kin_53,0.69540447,0.056891445
afrixnli_kin_530,0.7635237,0.08207443
afrixnli_kin_531,0.7059342,0.06079441
afrixnli_kin_532,0.73473793,0.5267357
afrixnli_kin_533,0.7467643,1.4440738
afrixnli_kin_534,0.69565564,-0.40068328
afrixnli_kin_535,0.7467643,1.4440738
afrixnli_kin_536,0.7635237,0.08207443
afrixnli_kin_537,0.69457096,0.056582592
afrixnli_kin_538,0.7635237,0.08207443
afrixnli_kin_539,0.7467643,1.4440738
afrixnli_kin_54,0.7611757,-0.39170244
afrixnli_kin_540,0.7479983,0.5339449
afrixnli_kin_541,0.80420583,-0.8923034
afrixnli_kin_542,0.70651853,-0.39941782
afrixnli_kin_543,0.73473793,0.5267357
afrixnli_kin_544,0.7611757,-0.39170244
afrixnli_kin_545,0.7635237,0.08207443
afrixnli_kin_546,0.7467643,1.4440738
afrixnli_kin_547,0.69565564,-0.40068328
afrixnli_kin_548,0.7611757,-0.39170244
afrixnli_kin_549,0.7611757,-0.39170244
afrixnli_kin_55,0.7602274,-0.39185357
afrixnli_kin_550,0.7602274,-0.39185357
afrixnli_kin_551,0.80420583,-0.8923034
afrixnli_kin_552,0.63346595,0.89606524
afrixnli_kin_553,0.7602274,-0.39185357
afrixnli_kin_554,0.63346595,0.89606524
afrixnli_kin_555,0.7602274,-0.39185357
afrixnli_kin_556,0.7635237,0.08207443
afrixnli_kin_557,0.6947077,0.9477968
afrixnli_kin_558,0.80420583,-0.8923034
afrixnli_kin_559,0.6800837,0.49539727
afrixnli_kin_56,0.61893564,0.45720002
afrixnli_kin_560,0.7467643,1.4440738
afrixnli_kin_561,0.7602274,-0.39185357
afrixnli_kin_562,0.7611757,-0.39170244
afrixnli_kin_563,0.80420583,-0.8923034
afrixnli_kin_564,0.7602274,-0.39185357
afrixnli_kin_565,0.7602274,-0.39185357
afrixnli_kin_566,0.80420583,-0.8923034
afrixnli_kin_567,0.7479983,0.5339449
afrixnli_kin_568,0.69540447,0.056891445
afrixnli_kin_569,0.80420583,-0.8923034
afrixnli_kin_57,0.7635237,0.08207443
afrixnli_kin_570,0.7611757,-0.39170244
afrixnli_kin_571,0.80420583,-0.8923034
afrixnli_kin_572,0.7059342,0.06079441
afrixnli_kin_573,0.7602274,-0.39185357
afrixnli_kin_574,0.73473793,0.5267357
afrixnli_kin_575,0.61893564,0.45720002
afrixnli_kin_576,0.63346595,0.89606524
afrixnli_kin_577,0.68292916,0.9383759
afrixnli_kin_578,0.7602274,-0.39185357
afrixnli_kin_579,0.69540447,0.056891445
afrixnli_kin_58,0.7467643,1.4440738
afrixnli_kin_580,0.69565564,-0.40068328
afrixnli_kin_581,0.7479983,0.5339449
afrixnli_kin_582,0.7602274,-0.39185357
afrixnli_kin_583,0.6800837,0.49539727
afrixnli_kin_584,0.7611757,-0.39170244
afrixnli_kin_585,0.7467643,1.4440738
afrixnli_kin_586,0.69565564,-0.40068328
afrixnli_kin_587,0.7635237,0.08207443
afrixnli_kin_588,0.70651853,-0.39941782
afrixnli_kin_589,0.7602274,-0.39185357
afrixnli_kin_59,0.63420725,0.89673305
afrixnli_kin_590,0.63420725,0.89673305
afrixnli_kin_591,0.57967764,0.43094468
afrixnli_kin_592,0.7635237,0.08207443
afrixnli_kin_593,0.73473793,0.5267357
afrixnli_kin_594,0.80420583,-0.8923034
afrixnli_kin_595,0.80420583,-0.8923034
afrixnli_kin_596,0.70679575,0.06111377
afrixnli_kin_597,0.80420583,-0.8923034
afrixnli_kin_598,0.7479983,0.5339449
afrixnli_kin_599,0.80420583,-0.8923034
afrixnli_kin_6,0.7635237,0.08207443
afrixnli_kin_60,0.7602274,-0.39185357
afrixnli_kin_61,0.7602274,-0.39185357
afrixnli_kin_62,0.69540447,0.056891445
afrixnli_kin_63,0.7479983,0.5339449
afrixnli_kin_64,0.63420725,0.89673305
afrixnli_kin_65,0.7479983,0.5339449
afrixnli_kin_66,0.7602274,-0.39185357
afrixnli_kin_67,0.80420583,-0.8923034
afrixnli_kin_68,0.63420725,0.89673305
afrixnli_kin_69,0.7479983,0.5339449
afrixnli_kin_7,0.7611757,-0.39170244
afrixnli_kin_70,0.80420583,-0.8923034
afrixnli_kin_71,0.59398746,0.019788202
afrixnli_kin_72,0.7479983,0.5339449
afrixnli_kin_73,0.7479983,0.5339449
afrixnli_kin_74,0.64743423,0.03917148
afrixnli_kin_75,0.7602274,-0.39185357
afrixnli_kin_76,0.64743423,0.03917148
afrixnli_kin_77,0.7635237,0.08207443
afrixnli_kin_78,0.7467643,1.4440738
afrixnli_kin_79,0.7059342,0.06079441
afrixnli_kin_8,0.7479983,0.5339449
afrixnli_kin_80,0.57967764,0.43094468
afrixnli_kin_81,0.80420583,-0.8923034
afrixnli_kin_82,0.7479983,0.5339449
afrixnli_kin_83,0.7611757,-0.39170244
afrixnli_kin_84,0.69457096,0.056582592
afrixnli_kin_85,0.7479983,0.5339449
afrixnli_kin_86,0.7608128,0.996307
afrixnli_kin_87,0.73473793,0.5267357
afrixnli_kin_88,0.80420583,-0.8923034
afrixnli_kin_89,0.7479983,0.5339449
afrixnli_kin_9,0.7611757,-0.39170244
afrixnli_kin_90,0.6800837,0.49539727
afrixnli_kin_91,0.59398746,0.019788202
afrixnli_kin_92,0.68292916,0.9383759
afrixnli_kin_93,0.7611757,-0.39170244
afrixnli_kin_94,0.80420583,-0.8923034
afrixnli_kin_95,0.7059342,0.06079441
afrixnli_kin_96,0.7635237,0.08207443
afrixnli_kin_97,0.80420583,-0.8923034
afrixnli_kin_98,0.80420583,-0.8923034
afrixnli_kin_99,0.63420725,0.89673305
afrixnli_lin_0,0.61893564,0.45720002
afrixnli_lin_1,0.61893564,0.45720002
afrixnli_lin_10,0.7059342,0.06079441
afrixnli_lin_100,0.70651853,-0.39941782
afrixnli_lin_101,0.7467643,1.4440738
afrixnli_lin_102,0.63420725,0.89673305
afrixnli_lin_103,0.7635237,0.08207443
afrixnli_lin_104,0.7467643,1.4440738
afrixnli_lin_105,0.7467643,1.4440738
afrixnli_lin_106,0.7467643,1.4440738
afrixnli_lin_107,0.61893564,0.45720002
afrixnli_lin_108,0.7467643,1.4440738
afrixnli_lin_109,0.59398746,0.019788202
afrixnli_lin_11,0.68292916,0.9383759
afrixnli_lin_110,0.7467643,1.4440738
afrixnli_lin_111,0.7467643,1.4440738
afrixnli_lin_112,0.7635237,0.08207443
afrixnli_lin_113,0.63420725,0.89673305
afrixnli_lin_114,0.80420583,-0.8923034
afrixnli_lin_115,0.7602274,-0.39185357
afrixnli_lin_116,0.63420725,0.89673305
afrixnli_lin_117,0.68292916,0.9383759
afrixnli_lin_118,0.7059342,0.06079441
afrixnli_lin_119,0.7467643,1.4440738
afrixnli_lin_12,0.7479983,0.5339449
afrixnli_lin_120,0.63420725,0.89673305
afrixnli_lin_121,0.7602274,-0.39185357
afrixnli_lin_122,0.7467643,1.4440738
afrixnli_lin_123,0.7467643,1.4440738
afrixnli_lin_124,0.63420725,0.89673305
afrixnli_lin_125,0.7602274,-0.39185357
afrixnli_lin_126,0.61893564,0.45720002
afrixnli_lin_127,0.7602274,-0.39185357
afrixnli_lin_128,0.7467643,1.4440738
afrixnli_lin_129,0.7467643,1.4440738
afrixnli_lin_13,0.7467643,1.4440738
afrixnli_lin_130,0.7059342,0.06079441
afrixnli_lin_131,0.63420725,0.89673305
afrixnli_lin_132,0.68292916,0.9383759
afrixnli_lin_133,0.7467643,1.4440738
afrixnli_lin_134,0.63420725,0.89673305
afrixnli_lin_135,0.57967764,0.43094468
afrixnli_lin_136,0.57967764,0.43094468
afrixnli_lin_137,0.7059342,0.06079441
afrixnli_lin_138,0.7467643,1.4440738
afrixnli_lin_139,0.59398746,0.019788202
afrixnli_lin_14,0.7467643,1.4440738
afrixnli_lin_140,0.7635237,0.08207443
afrixnli_lin_141,0.62752295,0.46276397
afrixnli_lin_142,0.7467643,1.4440738
afrixnli_lin_143,0.7467643,1.4440738
afrixnli_lin_144,0.7608128,0.996307
afrixnli_lin_145,0.57967764,0.43094468
afrixnli_lin_146,0.7479983,0.5339449
afrixnli_lin_147,0.68292916,0.9383759
afrixnli_lin_148,0.7059342,0.06079441
afrixnli_lin_149,0.57967764,0.43094468
afrixnli_lin_15,0.7611757,-0.39170244
afrixnli_lin_150,0.7467643,1.4440738
afrixnli_lin_151,0.7467643,1.4440738
afrixnli_lin_152,0.7635237,0.08207443
afrixnli_lin_153,0.68292916,0.9383759
afrixnli_lin_154,0.63420725,0.89673305
afrixnli_lin_155,0.7635237,0.08207443
afrixnli_lin_156,0.63420725,0.89673305
afrixnli_lin_157,0.7059342,0.06079441
afrixnli_lin_158,0.63420725,0.89673305
afrixnli_lin_159,0.7467643,1.4440738
afrixnli_lin_16,0.7602274,-0.39185357
afrixnli_lin_160,0.7467643,1.4440738
afrixnli_lin_161,0.7059342,0.06079441
afrixnli_lin_162,0.63420725,0.89673305
afrixnli_lin_163,0.7059342,0.06079441
afrixnli_lin_164,0.63420725,0.89673305
afrixnli_lin_165,0.7467643,1.4440738
afrixnli_lin_166,0.61893564,0.45720002
afrixnli_lin_167,0.7059342,0.06079441
afrixnli_lin_168,0.59398746,0.019788202
afrixnli_lin_169,0.6947077,0.9477968
afrixnli_lin_17,0.61893564,0.45720002
afrixnli_lin_170,0.7467643,1.4440738
afrixnli_lin_171,0.7479983,0.5339449
afrixnli_lin_172,0.6182554,0.45675644
afrixnli_lin_173,0.61893564,0.45720002
afrixnli_lin_174,0.63346595,0.89606524
afrixnli_lin_175,0.61893564,0.45720002
afrixnli_lin_176,0.7635237,0.08207443
afrixnli_lin_177,0.61893564,0.45720002
afrixnli_lin_178,0.62752295,0.46276397
afrixnli_lin_179,0.7467643,1.4440738
afrixnli_lin_18,0.7635237,0.08207443
afrixnli_lin_180,0.63420725,0.89673305
afrixnli_lin_181,0.7479983,0.5339449
afrixnli_lin_182,0.7467643,1.4440738
afrixnli_lin_183,0.68292916,0.9383759
afrixnli_lin_184,0.7467643,1.4440738
afrixnli_lin_185,0.7059342,0.06079441
afrixnli_lin_186,0.61893564,0.45720002
afrixnli_lin_187,0.63346595,0.89606524
afrixnli_lin_188,0.7635237,0.08207443
afrixnli_lin_189,0.63420725,0.89673305
afrixnli_lin_19,0.63420725,0.89673305
afrixnli_lin_190,0.7479983,0.5339449
afrixnli_lin_191,0.7467643,1.4440738
afrixnli_lin_192,0.61893564,0.45720002
afrixnli_lin_193,0.7479983,0.5339449
afrixnli_lin_194,0.7467643,1.4440738
afrixnli_lin_195,0.7467643,1.4440738
afrixnli_lin_196,0.63346595,0.89606524
afrixnli_lin_197,0.6021625,0.022713147
afrixnli_lin_198,0.68292916,0.9383759
afrixnli_lin_199,0.80420583,-0.8923034
afrixnli_lin_2,0.70651853,-0.39941782
afrixnli_lin_20,0.63346595,0.89606524
afrixnli_lin_200,0.63420725,0.89673305
afrixnli_lin_201,0.63346595,0.89606524
afrixnli_lin_202,0.68292916,0.9383759
afrixnli_lin_203,0.7635237,0.08207443
afrixnli_lin_204,0.7467643,1.4440738
afrixnli_lin_205,0.63346595,0.89606524
afrixnli_lin_206,0.7602274,-0.39185357
afrixnli_lin_207,0.7467643,1.4440738
afrixnli_lin_208,0.63420725,0.89673305
afrixnli_lin_209,0.7635237,0.08207443
afrixnli_lin_21,0.68292916,0.9383759
afrixnli_lin_210,0.59398746,0.019788202
afrixnli_lin_211,0.63420725,0.89673305
afrixnli_lin_212,0.63346595,0.89606524
afrixnli_lin_213,0.63346595,0.89606524
afrixnli_lin_214,0.61893564,0.45720002
afrixnli_lin_215,0.7479983,0.5339449
afrixnli_lin_216,0.63346595,0.89606524
afrixnli_lin_217,0.7467643,1.4440738
afrixnli_lin_218,0.7467643,1.4440738
afrixnli_lin_219,0.57967764,0.43094468
afrixnli_lin_22,0.63346595,0.89606524
afrixnli_lin_220,0.7479983,0.5339449
afrixnli_lin_221,0.7467643,1.4440738
afrixnli_lin_222,0.7608128,0.996307
afrixnli_lin_223,0.7635237,0.08207443
afrixnli_lin_224,0.61893564,0.45720002
afrixnli_lin_225,0.61893564,0.45720002
afrixnli_lin_226,0.7467643,1.4440738
afrixnli_lin_227,0.7602274,-0.39185357
afrixnli_lin_228,0.7467643,1.4440738
afrixnli_lin_229,0.7602274,-0.39185357
afrixnli_lin_23,0.7467643,1.4440738
afrixnli_lin_230,0.63420725,0.89673305
afrixnli_lin_231,0.68292916,0.9383759
afrixnli_lin_232,0.7059342,0.06079441
afrixnli_lin_233,0.63346595,0.89606524
afrixnli_lin_234,0.61893564,0.45720002
afrixnli_lin_235,0.63346595,0.89606524
afrixnli_lin_236,0.7059342,0.06079441
afrixnli_lin_237,0.7635237,0.08207443
afrixnli_lin_238,0.63346595,0.89606524
afrixnli_lin_239,0.7467643,1.4440738
afrixnli_lin_24,0.7467643,1.4440738
afrixnli_lin_240,0.7059342,0.06079441
afrixnli_lin_241,0.57967764,0.43094468
afrixnli_lin_242,0.7467643,1.4440738
afrixnli_lin_243,0.61893564,0.45720002
afrixnli_lin_244,0.7059342,0.06079441
afrixnli_lin_245,0.7467643,1.4440738
afrixnli_lin_246,0.7602274,-0.39185357
afrixnli_lin_247,0.61893564,0.45720002
afrixnli_lin_248,0.7479983,0.5339449
afrixnli_lin_249,0.7467643,1.4440738
afrixnli_lin_25,0.63420725,0.89673305
afrixnli_lin_250,0.63420725,0.89673305
afrixnli_lin_251,0.7479983,0.5339449
afrixnli_lin_252,0.61893564,0.45720002
afrixnli_lin_253,0.7059342,0.06079441
afrixnli_lin_254,0.69565564,-0.40068328
afrixnli_lin_255,0.68292916,0.9383759
afrixnli_lin_256,0.7467643,1.4440738
afrixnli_lin_257,0.7479983,0.5339449
afrixnli_lin_258,0.7467643,1.4440738
afrixnli_lin_259,0.7467643,1.4440738
afrixnli_lin_26,0.7479983,0.5339449
afrixnli_lin_260,0.7635237,0.08207443
